suite,shape,relations,variant,selected_algorithm,query_id,repetition,operations,duration_ns,candidate_operators,connected_subgraphs,dp_states_created,repaired_subproblems
random_tree_algorithms,random_tree,30,adaptive,linearized_dp,0,0,1,9230583,105,,81,0
random_tree_algorithms,random_tree,30,adaptive,linearized_dp,0,1,1,9118042,105,,81,0
random_tree_algorithms,random_tree,30,adaptive,linearized_dp,0,2,1,9106500,105,,81,0
random_tree_algorithms,random_tree,30,linearized_dp,linearized_dp,0,0,1,859208,105,,81,0
random_tree_algorithms,random_tree,30,linearized_dp,linearized_dp,0,1,1,858708,105,,81,0
random_tree_algorithms,random_tree,30,linearized_dp,linearized_dp,0,2,1,854292,105,,81,0
random_tree_algorithms,random_tree,30,goo_dp,goo_linearized_dp,0,0,1,1048334,209,,81,1
random_tree_algorithms,random_tree,30,goo_dp,goo_linearized_dp,0,1,1,1010292,209,,81,1
random_tree_algorithms,random_tree,30,goo_dp,goo_linearized_dp,0,2,1,1014416,209,,81,1
random_tree_algorithms,random_tree,30,adaptive,linearized_dp,1,0,1,7116833,64,,62,0
random_tree_algorithms,random_tree,30,adaptive,linearized_dp,1,1,1,8984959,64,,62,0
random_tree_algorithms,random_tree,30,adaptive,linearized_dp,1,2,1,10737875,64,,62,0
random_tree_algorithms,random_tree,30,linearized_dp,linearized_dp,1,0,1,738875,64,,62,0
random_tree_algorithms,random_tree,30,linearized_dp,linearized_dp,1,1,1,727125,64,,62,0
random_tree_algorithms,random_tree,30,linearized_dp,linearized_dp,1,2,1,724833,64,,62,0
random_tree_algorithms,random_tree,30,goo_dp,goo_linearized_dp,1,0,1,941542,172,,62,1
random_tree_algorithms,random_tree,30,goo_dp,goo_linearized_dp,1,1,1,897000,172,,62,1
random_tree_algorithms,random_tree,30,goo_dp,goo_linearized_dp,1,2,1,888584,172,,62,1
random_tree_algorithms,random_tree,30,adaptive,linearized_dp,2,0,1,8037125,84,,70,0
random_tree_algorithms,random_tree,30,adaptive,linearized_dp,2,1,1,7865625,84,,70,0
random_tree_algorithms,random_tree,30,adaptive,linearized_dp,2,2,1,7819667,84,,70,0
random_tree_algorithms,random_tree,30,linearized_dp,linearized_dp,2,0,1,749625,84,,70,0
random_tree_algorithms,random_tree,30,linearized_dp,linearized_dp,2,1,1,729334,84,,70,0
random_tree_algorithms,random_tree,30,linearized_dp,linearized_dp,2,2,1,733625,84,,70,0
random_tree_algorithms,random_tree,30,goo_dp,goo_linearized_dp,2,0,1,914583,189,,70,1
random_tree_algorithms,random_tree,30,goo_dp,goo_linearized_dp,2,1,1,878041,189,,70,1
random_tree_algorithms,random_tree,30,goo_dp,goo_linearized_dp,2,2,1,872000,189,,70,1
random_tree_algorithms,random_tree,40,adaptive,linearized_dp,0,0,1,9505583,127,,102,0
random_tree_algorithms,random_tree,40,adaptive,linearized_dp,0,1,1,9322125,127,,102,0
random_tree_algorithms,random_tree,40,adaptive,linearized_dp,0,2,1,9289000,127,,102,0
random_tree_algorithms,random_tree,40,linearized_dp,linearized_dp,0,0,1,1406167,127,,102,0
random_tree_algorithms,random_tree,40,linearized_dp,linearized_dp,0,1,1,1420791,127,,102,0
random_tree_algorithms,random_tree,40,linearized_dp,linearized_dp,0,2,1,1441125,127,,102,0
random_tree_algorithms,random_tree,40,goo_dp,goo_linearized_dp,0,0,1,1685917,271,,102,1
random_tree_algorithms,random_tree,40,goo_dp,goo_linearized_dp,0,1,1,1638959,271,,102,1
random_tree_algorithms,random_tree,40,goo_dp,goo_linearized_dp,0,2,1,1635666,271,,102,1
random_tree_algorithms,random_tree,40,adaptive,linearized_dp,1,0,1,8232209,84,,82,0
random_tree_algorithms,random_tree,40,adaptive,linearized_dp,1,1,1,8118583,84,,82,0
random_tree_algorithms,random_tree,40,adaptive,linearized_dp,1,2,1,8117708,84,,82,0
random_tree_algorithms,random_tree,40,linearized_dp,linearized_dp,1,0,1,1254625,84,,82,0
random_tree_algorithms,random_tree,40,linearized_dp,linearized_dp,1,1,1,1245459,84,,82,0
random_tree_algorithms,random_tree,40,linearized_dp,linearized_dp,1,2,1,1245583,84,,82,0
random_tree_algorithms,random_tree,40,goo_dp,goo_linearized_dp,1,0,1,1486292,230,,82,1
random_tree_algorithms,random_tree,40,goo_dp,goo_linearized_dp,1,1,1,1450292,230,,82,1
random_tree_algorithms,random_tree,40,goo_dp,goo_linearized_dp,1,2,1,1449750,230,,82,1
random_tree_algorithms,random_tree,40,adaptive,linearized_dp,2,0,1,9295708,104,,90,0
random_tree_algorithms,random_tree,40,adaptive,linearized_dp,2,1,1,9148833,104,,90,0
random_tree_algorithms,random_tree,40,adaptive,linearized_dp,2,2,1,9024750,104,,90,0
random_tree_algorithms,random_tree,40,linearized_dp,linearized_dp,2,0,1,1298375,104,,90,0
random_tree_algorithms,random_tree,40,linearized_dp,linearized_dp,2,1,1,1314167,104,,90,0
random_tree_algorithms,random_tree,40,linearized_dp,linearized_dp,2,2,1,1341583,104,,90,0
random_tree_algorithms,random_tree,40,goo_dp,goo_linearized_dp,2,0,1,1537500,239,,90,1
random_tree_algorithms,random_tree,40,goo_dp,goo_linearized_dp,2,1,1,1529542,239,,90,1
random_tree_algorithms,random_tree,40,goo_dp,goo_linearized_dp,2,2,1,1524250,239,,90,1
random_tree_algorithms,random_tree,70,adaptive,linearized_dp,0,0,1,13161583,187,,162,0
random_tree_algorithms,random_tree,70,adaptive,linearized_dp,0,1,1,12869500,187,,162,0
random_tree_algorithms,random_tree,70,adaptive,linearized_dp,0,2,1,13116333,187,,162,0
random_tree_algorithms,random_tree,70,linearized_dp,linearized_dp,0,0,1,4423417,187,,162,0
random_tree_algorithms,random_tree,70,linearized_dp,linearized_dp,0,1,1,4562291,187,,162,0
random_tree_algorithms,random_tree,70,linearized_dp,linearized_dp,0,2,1,4490917,187,,162,0
random_tree_algorithms,random_tree,70,goo_dp,goo_linearized_dp,0,0,1,6270167,436,,162,1
random_tree_algorithms,random_tree,70,goo_dp,goo_linearized_dp,0,1,1,4879625,436,,162,1
random_tree_algorithms,random_tree,70,goo_dp,goo_linearized_dp,0,2,1,7550250,436,,162,1
random_tree_algorithms,random_tree,70,adaptive,linearized_dp,1,0,1,12871250,144,,142,0
random_tree_algorithms,random_tree,70,adaptive,linearized_dp,1,1,1,12155125,144,,142,0
random_tree_algorithms,random_tree,70,adaptive,linearized_dp,1,2,1,11980292,144,,142,0
random_tree_algorithms,random_tree,70,linearized_dp,linearized_dp,1,0,1,3960792,144,,142,0
random_tree_algorithms,random_tree,70,linearized_dp,linearized_dp,1,1,1,3991125,144,,142,0
random_tree_algorithms,random_tree,70,linearized_dp,linearized_dp,1,2,1,3958500,144,,142,0
random_tree_algorithms,random_tree,70,goo_dp,goo_linearized_dp,1,0,1,4486792,419,,142,1
random_tree_algorithms,random_tree,70,goo_dp,goo_linearized_dp,1,1,1,4324375,419,,142,1
random_tree_algorithms,random_tree,70,goo_dp,goo_linearized_dp,1,2,1,4319625,419,,142,1
random_tree_algorithms,random_tree,70,adaptive,linearized_dp,2,0,1,14155208,168,,152,0
random_tree_algorithms,random_tree,70,adaptive,linearized_dp,2,1,1,13905042,168,,152,0
random_tree_algorithms,random_tree,70,adaptive,linearized_dp,2,2,1,14008875,168,,152,0
random_tree_algorithms,random_tree,70,linearized_dp,linearized_dp,2,0,1,4368167,168,,152,0
random_tree_algorithms,random_tree,70,linearized_dp,linearized_dp,2,1,1,4425875,168,,152,0
random_tree_algorithms,random_tree,70,linearized_dp,linearized_dp,2,2,1,4428875,168,,152,0
random_tree_algorithms,random_tree,70,goo_dp,goo_linearized_dp,2,0,1,4702167,419,,152,1
random_tree_algorithms,random_tree,70,goo_dp,goo_linearized_dp,2,1,1,4681125,419,,152,1
random_tree_algorithms,random_tree,70,goo_dp,goo_linearized_dp,2,2,1,4688959,419,,152,1
random_tree_algorithms,random_tree,100,adaptive,linearized_dp,0,0,1,18996459,247,,222,0
random_tree_algorithms,random_tree,100,adaptive,linearized_dp,0,1,1,18919042,247,,222,0
random_tree_algorithms,random_tree,100,adaptive,linearized_dp,0,2,1,18884625,247,,222,0
random_tree_algorithms,random_tree,100,linearized_dp,linearized_dp,0,0,1,9561916,247,,222,0
random_tree_algorithms,random_tree,100,linearized_dp,linearized_dp,0,1,1,9588208,247,,222,0
random_tree_algorithms,random_tree,100,linearized_dp,linearized_dp,0,2,1,9578375,247,,222,0
random_tree_algorithms,random_tree,100,goo_dp,goo_linearized_dp,0,0,1,10125750,634,,222,1
random_tree_algorithms,random_tree,100,goo_dp,goo_linearized_dp,0,1,1,9994875,634,,222,1
random_tree_algorithms,random_tree,100,goo_dp,goo_linearized_dp,0,2,1,9974083,634,,222,1
random_tree_algorithms,random_tree,100,adaptive,linearized_dp,1,0,1,18793000,204,,202,0
random_tree_algorithms,random_tree,100,adaptive,linearized_dp,1,1,1,18761250,204,,202,0
random_tree_algorithms,random_tree,100,adaptive,linearized_dp,1,2,1,18740667,204,,202,0
random_tree_algorithms,random_tree,100,linearized_dp,linearized_dp,1,0,1,8781750,204,,202,0
random_tree_algorithms,random_tree,100,linearized_dp,linearized_dp,1,1,1,8783875,204,,202,0
random_tree_algorithms,random_tree,100,linearized_dp,linearized_dp,1,2,1,8835709,204,,202,0
random_tree_algorithms,random_tree,100,goo_dp,goo_linearized_dp,1,0,1,9211792,613,,202,1
random_tree_algorithms,random_tree,100,goo_dp,goo_linearized_dp,1,1,1,9194000,613,,202,1
random_tree_algorithms,random_tree,100,goo_dp,goo_linearized_dp,1,2,1,9198625,613,,202,1
random_tree_algorithms,random_tree,100,adaptive,linearized_dp,2,0,1,19923792,230,,213,0
random_tree_algorithms,random_tree,100,adaptive,linearized_dp,2,1,1,19814750,230,,213,0
random_tree_algorithms,random_tree,100,adaptive,linearized_dp,2,2,1,19804917,230,,213,0
random_tree_algorithms,random_tree,100,linearized_dp,linearized_dp,2,0,1,9471042,230,,213,0
random_tree_algorithms,random_tree,100,linearized_dp,linearized_dp,2,1,1,9480000,230,,213,0
random_tree_algorithms,random_tree,100,linearized_dp,linearized_dp,2,2,1,9472083,230,,213,0
random_tree_algorithms,random_tree,100,goo_dp,goo_linearized_dp,2,0,1,9939417,607,,213,1
random_tree_algorithms,random_tree,100,goo_dp,goo_linearized_dp,2,1,1,9933000,607,,213,1
random_tree_algorithms,random_tree,100,goo_dp,goo_linearized_dp,2,2,1,9940083,607,,213,1
random_tree_algorithms,random_tree,128,adaptive,goo_linearized_dp,0,0,1,18637416,888,,292,2
random_tree_algorithms,random_tree,128,adaptive,goo_linearized_dp,0,1,1,20185792,888,,292,2
random_tree_algorithms,random_tree,128,adaptive,goo_linearized_dp,0,2,1,18807000,888,,292,2
random_tree_algorithms,random_tree,128,linearized_dp,linearized_dp,0,0,1,16077625,303,,278,0
random_tree_algorithms,random_tree,128,linearized_dp,linearized_dp,0,1,1,15981583,303,,278,0
random_tree_algorithms,random_tree,128,linearized_dp,linearized_dp,0,2,1,15976458,303,,278,0
random_tree_algorithms,random_tree,128,goo_dp,goo_linearized_dp,0,0,1,8105125,888,,292,2
random_tree_algorithms,random_tree,128,goo_dp,goo_linearized_dp,0,1,1,8211833,888,,292,2
random_tree_algorithms,random_tree,128,goo_dp,goo_linearized_dp,0,2,1,9310708,888,,292,2
random_tree_algorithms,random_tree,128,adaptive,goo_linearized_dp,1,0,1,23511625,790,,264,2
random_tree_algorithms,random_tree,128,adaptive,goo_linearized_dp,1,1,1,20703375,790,,264,2
random_tree_algorithms,random_tree,128,adaptive,goo_linearized_dp,1,2,1,20273125,790,,264,2
random_tree_algorithms,random_tree,128,linearized_dp,linearized_dp,1,0,1,15424042,260,,258,0
random_tree_algorithms,random_tree,128,linearized_dp,linearized_dp,1,1,1,15395208,260,,258,0
random_tree_algorithms,random_tree,128,linearized_dp,linearized_dp,1,2,1,15378500,260,,258,0
random_tree_algorithms,random_tree,128,goo_dp,goo_linearized_dp,1,0,1,9120125,790,,264,2
random_tree_algorithms,random_tree,128,goo_dp,goo_linearized_dp,1,1,1,9136042,790,,264,2
random_tree_algorithms,random_tree,128,goo_dp,goo_linearized_dp,1,2,1,10171458,790,,264,2
random_tree_algorithms,random_tree,128,adaptive,goo_linearized_dp,2,0,1,19512791,795,,277,2
random_tree_algorithms,random_tree,128,adaptive,goo_linearized_dp,2,1,1,19298792,795,,277,2
random_tree_algorithms,random_tree,128,adaptive,goo_linearized_dp,2,2,1,19266333,795,,277,2
random_tree_algorithms,random_tree,128,linearized_dp,linearized_dp,2,0,1,16235625,286,,269,0
random_tree_algorithms,random_tree,128,linearized_dp,linearized_dp,2,1,1,16312625,286,,269,0
random_tree_algorithms,random_tree,128,linearized_dp,linearized_dp,2,2,1,16278375,286,,269,0
random_tree_algorithms,random_tree,128,goo_dp,goo_linearized_dp,2,0,1,8303583,795,,277,2
random_tree_algorithms,random_tree,128,goo_dp,goo_linearized_dp,2,1,1,8302042,795,,277,2
random_tree_algorithms,random_tree,128,goo_dp,goo_linearized_dp,2,2,1,8259750,795,,277,2
random_tree_algorithms,random_tree,192,adaptive,goo_linearized_dp,0,0,1,26557584,1298,,454,3
random_tree_algorithms,random_tree,192,adaptive,goo_linearized_dp,0,1,1,27135250,1298,,454,3
random_tree_algorithms,random_tree,192,adaptive,goo_linearized_dp,0,2,1,27704375,1298,,454,3
random_tree_algorithms,random_tree,192,linearized_dp,linearized_dp,0,0,1,42436125,433,,407,0
random_tree_algorithms,random_tree,192,linearized_dp,linearized_dp,0,1,1,43286167,433,,407,0
random_tree_algorithms,random_tree,192,linearized_dp,linearized_dp,0,2,1,43206750,433,,407,0
random_tree_algorithms,random_tree,192,goo_dp,goo_linearized_dp,0,0,1,14592500,1298,,454,3
random_tree_algorithms,random_tree,192,goo_dp,goo_linearized_dp,0,1,1,14105834,1298,,454,3
random_tree_algorithms,random_tree,192,goo_dp,goo_linearized_dp,0,2,1,14209292,1298,,454,3
random_tree_algorithms,random_tree,192,adaptive,goo_linearized_dp,1,0,1,26589458,1161,,395,3
random_tree_algorithms,random_tree,192,adaptive,goo_linearized_dp,1,1,1,26500834,1161,,395,3
random_tree_algorithms,random_tree,192,adaptive,goo_linearized_dp,1,2,1,26594625,1161,,395,3
random_tree_algorithms,random_tree,192,linearized_dp,linearized_dp,1,0,1,41237250,388,,386,0
random_tree_algorithms,random_tree,192,linearized_dp,linearized_dp,1,1,1,41183833,388,,386,0
random_tree_algorithms,random_tree,192,linearized_dp,linearized_dp,1,2,1,41089791,388,,386,0
random_tree_algorithms,random_tree,192,goo_dp,goo_linearized_dp,1,0,1,13232042,1161,,395,3
random_tree_algorithms,random_tree,192,goo_dp,goo_linearized_dp,1,1,1,13222084,1161,,395,3
random_tree_algorithms,random_tree,192,goo_dp,goo_linearized_dp,1,2,1,13211375,1161,,395,3
random_tree_algorithms,random_tree,192,adaptive,goo_linearized_dp,2,0,1,35681333,1204,,408,2
random_tree_algorithms,random_tree,192,adaptive,goo_linearized_dp,2,1,1,35745959,1204,,408,2
random_tree_algorithms,random_tree,192,adaptive,goo_linearized_dp,2,2,1,35895625,1204,,408,2
random_tree_algorithms,random_tree,192,linearized_dp,linearized_dp,2,0,1,42910042,414,,397,0
random_tree_algorithms,random_tree,192,linearized_dp,linearized_dp,2,1,1,47033250,414,,397,0
random_tree_algorithms,random_tree,192,linearized_dp,linearized_dp,2,2,1,45905208,414,,397,0
random_tree_algorithms,random_tree,192,goo_dp,goo_linearized_dp,2,0,1,20304125,1204,,408,2
random_tree_algorithms,random_tree,192,goo_dp,goo_linearized_dp,2,1,1,21218792,1204,,408,2
random_tree_algorithms,random_tree,192,goo_dp,goo_linearized_dp,2,2,1,19823375,1204,,408,2
random_tree_algorithms,random_tree,256,adaptive,goo_linearized_dp,0,0,1,40372584,1728,,596,3
random_tree_algorithms,random_tree,256,adaptive,goo_linearized_dp,0,1,1,40068625,1728,,596,3
random_tree_algorithms,random_tree,256,adaptive,goo_linearized_dp,0,2,1,42209166,1728,,596,3
random_tree_algorithms,random_tree,256,linearized_dp,linearized_dp,0,0,1,86681375,561,,535,0
random_tree_algorithms,random_tree,256,linearized_dp,linearized_dp,0,1,1,86945209,561,,535,0
random_tree_algorithms,random_tree,256,linearized_dp,linearized_dp,0,2,1,86481583,561,,535,0
random_tree_algorithms,random_tree,256,goo_dp,goo_linearized_dp,0,0,1,26017708,1728,,596,3
random_tree_algorithms,random_tree,256,goo_dp,goo_linearized_dp,0,1,1,25915500,1728,,596,3
random_tree_algorithms,random_tree,256,goo_dp,goo_linearized_dp,0,2,1,25919792,1728,,596,3
random_tree_algorithms,random_tree,256,adaptive,goo_linearized_dp,1,0,1,37928875,1521,,526,4
random_tree_algorithms,random_tree,256,adaptive,goo_linearized_dp,1,1,1,38447542,1521,,526,4
random_tree_algorithms,random_tree,256,adaptive,goo_linearized_dp,1,2,1,38412084,1521,,526,4
random_tree_algorithms,random_tree,256,linearized_dp,linearized_dp,1,0,1,83608250,518,,515,0
random_tree_algorithms,random_tree,256,linearized_dp,linearized_dp,1,1,1,83795041,518,,515,0
random_tree_algorithms,random_tree,256,linearized_dp,linearized_dp,1,2,1,83918500,518,,515,0
random_tree_algorithms,random_tree,256,goo_dp,goo_linearized_dp,1,0,1,23530125,1521,,526,4
random_tree_algorithms,random_tree,256,goo_dp,goo_linearized_dp,1,1,1,23557667,1521,,526,4
random_tree_algorithms,random_tree,256,goo_dp,goo_linearized_dp,1,2,1,23652125,1521,,526,4
random_tree_algorithms,random_tree,256,adaptive,goo_linearized_dp,2,0,1,43059458,1629,,550,3
random_tree_algorithms,random_tree,256,adaptive,goo_linearized_dp,2,1,1,43069458,1629,,550,3
random_tree_algorithms,random_tree,256,adaptive,goo_linearized_dp,2,2,1,43230583,1629,,550,3
random_tree_algorithms,random_tree,256,linearized_dp,linearized_dp,2,0,1,86014917,544,,526,0
random_tree_algorithms,random_tree,256,linearized_dp,linearized_dp,2,1,1,89979375,544,,526,0
random_tree_algorithms,random_tree,256,linearized_dp,linearized_dp,2,2,1,85700083,544,,526,0
random_tree_algorithms,random_tree,256,goo_dp,goo_linearized_dp,2,0,1,23731083,1629,,550,3
random_tree_algorithms,random_tree,256,goo_dp,goo_linearized_dp,2,1,1,23650958,1629,,550,3
random_tree_algorithms,random_tree,256,goo_dp,goo_linearized_dp,2,2,1,23723625,1629,,550,3
random_tree_algorithms,random_tree,10,dphyp,dphyp,0,0,1,288083,464,,115,0
random_tree_algorithms,random_tree,10,dphyp,dphyp,0,1,1,276208,464,,115,0
random_tree_algorithms,random_tree,10,dphyp,dphyp,0,2,1,274458,464,,115,0
random_tree_algorithms,random_tree,10,dphyp,dphyp,1,0,1,449958,873,,197,0
random_tree_algorithms,random_tree,10,dphyp,dphyp,1,1,1,445083,873,,197,0
random_tree_algorithms,random_tree,10,dphyp,dphyp,1,2,1,444792,873,,197,0
random_tree_algorithms,random_tree,10,dphyp,dphyp,2,0,1,153333,240,,70,0
random_tree_algorithms,random_tree,10,dphyp,dphyp,2,1,1,148667,240,,70,0
random_tree_algorithms,random_tree,10,dphyp,dphyp,2,2,1,147500,240,,70,0
random_tree_algorithms,random_tree,12,dphyp,dphyp,0,0,1,805750,1440,,268,0
random_tree_algorithms,random_tree,12,dphyp,dphyp,0,1,1,799417,1440,,268,0
random_tree_algorithms,random_tree,12,dphyp,dphyp,0,2,1,798791,1440,,268,0
random_tree_algorithms,random_tree,12,dphyp,dphyp,1,0,1,1778750,3617,,619,0
random_tree_algorithms,random_tree,12,dphyp,dphyp,1,1,1,1784333,3617,,619,0
random_tree_algorithms,random_tree,12,dphyp,dphyp,1,2,1,1790708,3617,,619,0
random_tree_algorithms,random_tree,12,dphyp,dphyp,2,0,1,314792,490,,111,0
random_tree_algorithms,random_tree,12,dphyp,dphyp,2,1,1,310959,490,,111,0
random_tree_algorithms,random_tree,12,dphyp,dphyp,2,2,1,307916,490,,111,0
random_tree_algorithms,random_tree,14,dphyp,dphyp,0,0,1,1687833,2964,,456,0
random_tree_algorithms,random_tree,14,dphyp,dphyp,0,1,1,1668542,2964,,456,0
random_tree_algorithms,random_tree,14,dphyp,dphyp,0,2,1,1665750,2964,,456,0
random_tree_algorithms,random_tree,14,dphyp,dphyp,1,0,1,4622875,9219,,1323,0
random_tree_algorithms,random_tree,14,dphyp,dphyp,1,1,1,4613000,9219,,1323,0
random_tree_algorithms,random_tree,14,dphyp,dphyp,1,2,1,4617667,9219,,1323,0
random_tree_algorithms,random_tree,14,dphyp,dphyp,2,0,1,951083,1572,,257,0
random_tree_algorithms,random_tree,14,dphyp,dphyp,2,1,1,925708,1572,,257,0
random_tree_algorithms,random_tree,14,dphyp,dphyp,2,2,1,922375,1572,,257,0
random_tree_algorithms,random_tree,16,dphyp,dphyp,0,0,1,4027291,7006,,898,0
random_tree_algorithms,random_tree,16,dphyp,dphyp,0,1,1,4049209,7006,,898,0
random_tree_algorithms,random_tree,16,dphyp,dphyp,0,2,1,4037833,7006,,898,0
random_tree_algorithms,random_tree,16,dphyp,dphyp,1,0,1,14118791,27702,,3427,0
random_tree_algorithms,random_tree,16,dphyp,dphyp,1,1,1,14062667,27702,,3427,0
random_tree_algorithms,random_tree,16,dphyp,dphyp,1,2,1,14090250,27702,,3427,0
random_tree_algorithms,random_tree,16,dphyp,dphyp,2,0,1,2034625,3319,,447,0
random_tree_algorithms,random_tree,16,dphyp,dphyp,2,1,1,2010834,3319,,447,0
random_tree_algorithms,random_tree,16,dphyp,dphyp,2,2,1,2032083,3319,,447,0
random_tree_algorithms,random_tree,18,dphyp,dphyp,0,0,1,9823125,16358,,1767,0
random_tree_algorithms,random_tree,18,dphyp,dphyp,0,1,1,9831583,16358,,1767,0
random_tree_algorithms,random_tree,18,dphyp,dphyp,0,2,1,9854250,16358,,1767,0
random_tree_algorithms,random_tree,18,dphyp,dphyp,1,0,1,43052000,80869,,8665,0
random_tree_algorithms,random_tree,18,dphyp,dphyp,1,1,1,42313250,80869,,8665,0
random_tree_algorithms,random_tree,18,dphyp,dphyp,1,2,1,42066416,80869,,8665,0
random_tree_algorithms,random_tree,18,dphyp,dphyp,2,0,1,6893375,11662,,1270,0
random_tree_algorithms,random_tree,18,dphyp,dphyp,2,1,1,6883084,11662,,1270,0
random_tree_algorithms,random_tree,18,dphyp,dphyp,2,2,1,6869334,11662,,1270,0
random_tree_algorithms,random_tree,512,adaptive,goo_linearized_dp,0,0,1,80464583,3508,,1198,7
random_tree_algorithms,random_tree,512,adaptive,goo_linearized_dp,0,1,1,78960541,3508,,1198,7
random_tree_algorithms,random_tree,512,adaptive,goo_linearized_dp,0,2,1,79201833,3508,,1198,7
random_tree_algorithms,random_tree,512,goo_dp,goo_linearized_dp,0,0,1,61619041,3508,,1198,7
random_tree_algorithms,random_tree,512,goo_dp,goo_linearized_dp,0,1,1,62170417,3508,,1198,7
random_tree_algorithms,random_tree,512,goo_dp,goo_linearized_dp,0,2,1,60987666,3508,,1198,7
random_tree_algorithms,random_tree,512,adaptive,goo_linearized_dp,1,0,1,77416458,3337,,1141,7
random_tree_algorithms,random_tree,512,adaptive,goo_linearized_dp,1,1,1,77020375,3337,,1141,7
random_tree_algorithms,random_tree,512,adaptive,goo_linearized_dp,1,2,1,76639125,3337,,1141,7
random_tree_algorithms,random_tree,512,goo_dp,goo_linearized_dp,1,0,1,58284875,3337,,1141,7
random_tree_algorithms,random_tree,512,goo_dp,goo_linearized_dp,1,1,1,58483584,3337,,1141,7
random_tree_algorithms,random_tree,512,goo_dp,goo_linearized_dp,1,2,1,58911333,3337,,1141,7
random_tree_algorithms,random_tree,512,adaptive,goo_linearized_dp,2,0,1,69546542,3259,,1064,7
random_tree_algorithms,random_tree,512,adaptive,goo_linearized_dp,2,1,1,69392250,3259,,1064,7
random_tree_algorithms,random_tree,512,adaptive,goo_linearized_dp,2,2,1,69403542,3259,,1064,7
random_tree_algorithms,random_tree,512,goo_dp,goo_linearized_dp,2,0,1,45505875,3259,,1064,7
random_tree_algorithms,random_tree,512,goo_dp,goo_linearized_dp,2,1,1,45641417,3259,,1064,7
random_tree_algorithms,random_tree,512,goo_dp,goo_linearized_dp,2,2,1,45472584,3259,,1064,7
random_tree_algorithms,random_tree,1024,adaptive,goo_linearized_dp,0,0,1,196756500,7088,,2326,15
random_tree_algorithms,random_tree,1024,adaptive,goo_linearized_dp,0,1,1,197085625,7088,,2326,15
random_tree_algorithms,random_tree,1024,adaptive,goo_linearized_dp,0,2,1,196644209,7088,,2326,15
random_tree_algorithms,random_tree,1024,goo_dp,goo_linearized_dp,0,0,1,174871375,7088,,2326,15
random_tree_algorithms,random_tree,1024,goo_dp,goo_linearized_dp,0,1,1,175095041,7088,,2326,15
random_tree_algorithms,random_tree,1024,goo_dp,goo_linearized_dp,0,2,1,181214333,7088,,2326,15
random_tree_algorithms,random_tree,1024,adaptive,goo_linearized_dp,1,0,1,151602167,6939,,2278,15
random_tree_algorithms,random_tree,1024,adaptive,goo_linearized_dp,1,1,1,150303500,6939,,2278,15
random_tree_algorithms,random_tree,1024,adaptive,goo_linearized_dp,1,2,1,152276750,6939,,2278,15
random_tree_algorithms,random_tree,1024,goo_dp,goo_linearized_dp,1,0,1,122892250,6939,,2278,15
random_tree_algorithms,random_tree,1024,goo_dp,goo_linearized_dp,1,1,1,123062458,6939,,2278,15
random_tree_algorithms,random_tree,1024,goo_dp,goo_linearized_dp,1,2,1,124644708,6939,,2278,15
random_tree_algorithms,random_tree,1024,adaptive,goo_linearized_dp,2,0,1,157761875,6762,,2285,14
random_tree_algorithms,random_tree,1024,adaptive,goo_linearized_dp,2,1,1,157356500,6762,,2285,14
random_tree_algorithms,random_tree,1024,adaptive,goo_linearized_dp,2,2,1,157177250,6762,,2285,14
random_tree_algorithms,random_tree,1024,goo_dp,goo_linearized_dp,2,0,1,125779917,6762,,2285,14
random_tree_algorithms,random_tree,1024,goo_dp,goo_linearized_dp,2,1,1,125556458,6762,,2285,14
random_tree_algorithms,random_tree,1024,goo_dp,goo_linearized_dp,2,2,1,128554625,6762,,2285,14
random_tree_algorithms,random_tree,2000,adaptive,goo_linearized_dp,0,0,1,484495625,13556,,4517,29
random_tree_algorithms,random_tree,2000,adaptive,goo_linearized_dp,0,1,1,490482208,13556,,4517,29
random_tree_algorithms,random_tree,2000,adaptive,goo_linearized_dp,0,2,1,478814875,13556,,4517,29
random_tree_algorithms,random_tree,2000,goo_dp,goo_linearized_dp,0,0,1,438347916,13556,,4517,29
random_tree_algorithms,random_tree,2000,goo_dp,goo_linearized_dp,0,1,1,439319875,13556,,4517,29
random_tree_algorithms,random_tree,2000,goo_dp,goo_linearized_dp,0,2,1,440291000,13556,,4517,29
random_tree_algorithms,random_tree,2000,adaptive,goo_linearized_dp,1,0,1,466027458,13217,,4330,28
random_tree_algorithms,random_tree,2000,adaptive,goo_linearized_dp,1,1,1,472161166,13217,,4330,28
random_tree_algorithms,random_tree,2000,adaptive,goo_linearized_dp,1,2,1,456236625,13217,,4330,28
random_tree_algorithms,random_tree,2000,goo_dp,goo_linearized_dp,1,0,1,416732042,13217,,4330,28
random_tree_algorithms,random_tree,2000,goo_dp,goo_linearized_dp,1,1,1,416191625,13217,,4330,28
random_tree_algorithms,random_tree,2000,goo_dp,goo_linearized_dp,1,2,1,420841625,13217,,4330,28
random_tree_algorithms,random_tree,2000,adaptive,goo_linearized_dp,2,0,1,444224000,13545,,4510,27
random_tree_algorithms,random_tree,2000,adaptive,goo_linearized_dp,2,1,1,448132750,13545,,4510,27
random_tree_algorithms,random_tree,2000,adaptive,goo_linearized_dp,2,2,1,448471959,13545,,4510,27
random_tree_algorithms,random_tree,2000,goo_dp,goo_linearized_dp,2,0,1,385423375,13545,,4510,27
