suite,shape,relations,variant,selected_algorithm,query_id,repetition,operations,duration_ns,candidate_operators
relation_set,mixed_set_ops,65,in_place_assign,Dynamic,0,2,20000,57166,0
relation_set,set_build,65,incremental_with,Dynamic,0,2,500,105292,0
relation_set,set_build,65,from_iter,Dynamic,0,2,500,61459,0
relation_set,mixed_set_ops,65,borrowed_union,Dynamic,0,3,20000,465666,0
relation_set,mixed_set_ops,65,allocating_assign,Dynamic,0,3,20000,460042,0
relation_set,mixed_set_ops,65,in_place_assign,Dynamic,0,3,20000,58958,0
relation_set,set_build,65,incremental_with,Dynamic,0,3,500,109209,0
relation_set,set_build,65,from_iter,Dynamic,0,3,500,63583,0
relation_set,mixed_set_ops,65,borrowed_union,Dynamic,0,4,20000,478750,0
relation_set,mixed_set_ops,65,allocating_assign,Dynamic,0,4,20000,467292,0
relation_set,mixed_set_ops,65,in_place_assign,Dynamic,0,4,20000,58791,0
relation_set,set_build,65,incremental_with,Dynamic,0,4,500,109500,0
relation_set,set_build,65,from_iter,Dynamic,0,4,500,63291,0
relation_set,mixed_set_ops,127,borrowed_union,Dynamic,0,0,20000,497292,0
relation_set,mixed_set_ops,127,allocating_assign,Dynamic,0,0,20000,475458,0
relation_set,mixed_set_ops,127,in_place_assign,Dynamic,0,0,20000,68667,0
relation_set,set_build,127,incremental_with,Dynamic,0,0,500,1065500,0
relation_set,set_build,127,from_iter,Dynamic,0,0,500,76583,0
relation_set,mixed_set_ops,127,borrowed_union,Dynamic,0,1,20000,540584,0
relation_set,mixed_set_ops,127,allocating_assign,Dynamic,0,1,20000,497625,0
relation_set,mixed_set_ops,127,in_place_assign,Dynamic,0,1,20000,79875,0
relation_set,set_build,127,incremental_with,Dynamic,0,1,500,1127792,0
relation_set,set_build,127,from_iter,Dynamic,0,1,500,84500,0
relation_set,mixed_set_ops,127,borrowed_union,Dynamic,0,2,20000,509625,0
relation_set,mixed_set_ops,127,allocating_assign,Dynamic,0,2,20000,479333,0
relation_set,mixed_set_ops,127,in_place_assign,Dynamic,0,2,20000,77708,0
relation_set,set_build,127,incremental_with,Dynamic,0,2,500,1013083,0
relation_set,set_build,127,from_iter,Dynamic,0,2,500,78583,0
relation_set,mixed_set_ops,127,borrowed_union,Dynamic,0,3,20000,493250,0
relation_set,mixed_set_ops,127,allocating_assign,Dynamic,0,3,20000,469625,0
relation_set,mixed_set_ops,127,in_place_assign,Dynamic,0,3,20000,68541,0
relation_set,set_build,127,incremental_with,Dynamic,0,3,500,1028500,0
relation_set,set_build,127,from_iter,Dynamic,0,3,500,78542,0
relation_set,mixed_set_ops,127,borrowed_union,Dynamic,0,4,20000,506167,0
relation_set,mixed_set_ops,127,allocating_assign,Dynamic,0,4,20000,473042,0
relation_set,mixed_set_ops,127,in_place_assign,Dynamic,0,4,20000,68542,0
relation_set,set_build,127,incremental_with,Dynamic,0,4,500,1042583,0
relation_set,set_build,127,from_iter,Dynamic,0,4,500,81250,0
relation_set,mixed_set_ops,128,borrowed_union,Dynamic,0,0,20000,607084,0
relation_set,mixed_set_ops,128,allocating_assign,Dynamic,0,0,20000,469750,0
relation_set,mixed_set_ops,128,in_place_assign,Dynamic,0,0,20000,68625,0
relation_set,set_build,128,incremental_with,Dynamic,0,0,500,1174375,0
relation_set,set_build,128,from_iter,Dynamic,0,0,500,82834,0
relation_set,mixed_set_ops,128,borrowed_union,Dynamic,0,1,20000,511500,0
relation_set,mixed_set_ops,128,allocating_assign,Dynamic,0,1,20000,495583,0
relation_set,mixed_set_ops,128,in_place_assign,Dynamic,0,1,20000,73583,0
relation_set,set_build,128,incremental_with,Dynamic,0,1,500,1082709,0
relation_set,set_build,128,from_iter,Dynamic,0,1,500,77875,0
relation_set,mixed_set_ops,128,borrowed_union,Dynamic,0,2,20000,502000,0
relation_set,mixed_set_ops,128,allocating_assign,Dynamic,0,2,20000,469833,0
relation_set,mixed_set_ops,128,in_place_assign,Dynamic,0,2,20000,71042,0
relation_set,set_build,128,incremental_with,Dynamic,0,2,500,1097875,0
relation_set,set_build,128,from_iter,Dynamic,0,2,500,77834,0
relation_set,mixed_set_ops,128,borrowed_union,Dynamic,0,3,20000,493083,0
relation_set,mixed_set_ops,128,allocating_assign,Dynamic,0,3,20000,493792,0
relation_set,mixed_set_ops,128,in_place_assign,Dynamic,0,3,20000,77500,0
relation_set,set_build,128,incremental_with,Dynamic,0,3,500,1199542,0
relation_set,set_build,128,from_iter,Dynamic,0,3,500,90250,0
relation_set,mixed_set_ops,128,borrowed_union,Dynamic,0,4,20000,493958,0
relation_set,mixed_set_ops,128,allocating_assign,Dynamic,0,4,20000,497834,0
